id,name,type,category,subcategory,grade,description,additional_description,story_1,story_2,levels,created_by,created_at,updated_at
51570b46-17b1-46e6-a63e-f7ce67decef3,Postura epicurea,Passiva,Tecnico,Posture,Semplice,"Con spade in mordhau, mazze o magli: Arma obliqua in verticale ad altezza petto.
La gamba sul lato dominante deve leggermente essere rivolta In avanti","Postura prevalentemente difensiva, tuttavia può anche essere usata per il azioni contro-offensive o contro-difensive.
Una delle poche pecche di questa postura é che è facile prevedere le mosse",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Subisce metà danni durante tutta la durata della posa.\nSe la salute arriva a metà, subisce come danno il 50% della salute mancante\nGli attacchi hanno vantaggio al non venir Interrotti\nGrande svantaggio alla prima azione dopo che la postura viene interrotta per via della salute""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-12 19:33:10.095603+00,2025-09-12 19:33:10.095603+00
53791c5e-d4fb-42d7-9721-f48c7d16eb89,Postura del matto,Passiva,Tecnico,Posture,Avanzata,"Solo per Spade ad una o due mani
Arma poggiata sulla spalla con lama opposta al nemico e rivolta verso l'alto.
La mano (se) libera deve essere mobile e leggermente rivolta in avanti",Postura versatile volta al cambio e l'interscambio tra posture,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Postura versatile che offre vantaggio alla prima azione non letale.\nIn seguito alla prima azione necessita di un cambio postura, altrimenti sarà considerata \""nessuna postura\""""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-04 00:21:29.996601+00,2025-09-04 13:43:09.58116+00
59443841-4be2-4d93-89bf-96065b1b83f1,Postura jungiana dell'ombra,Passiva,Tecnico,,Semplice,"Con spade laterali: Arma dentro il fodero, una mano sul manico e l'altra tra guardia e fodero, alternativa: postura da fendente d'estrazione senza avere l'arma rinfoderata.",Postura offensiva per attacchi iniziali ed inizio-serie,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Offre netto vantaggio alla prima azione se viene eseguito un fendente pesante.\nIl fendente avrà le proprietà del fendente leggero con danni critici da fendente pesante.\nSe l'attacco riesce si ottiene vantaggio alla schivata fino a quando non si viene colpiti o fino a quando non si entra in postura con svantaggio a schivata""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-16 23:55:00.905972+00,2025-09-16 23:55:00.905972+00
5ac0e512-2045-4325-a878-f9ed61071202,Postura eristica,Passiva,Tecnico,Posture,Semplice,"Con spade: La spada deve seguire continuamente l'arma nemica, durante questa postura bisogna però tenere necessariamente le gambe solide e ferme.","Postura Contro-offensiva con grande vantaggio contro attacchi specifici, pecca molto contro le finte",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Ottiene un netto vantaggio ad ogni azione difensiva fino a quando l'avversario non cambia modalità di attacco.""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:05:08.250822+00,2025-09-10 21:05:08.250822+00
5f71ae84-eef3-46b6-932a-35181f0f2fba,Postura romantica,Passiva,Tecnico,Posture,Suprema,"Solo spade ad una mano: Postura offensiva Braccio leggermente inclinato, gomito alzato e mano rivolta verso il basso",Postura offensiva e versatile volta a riprendere controllo,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Gli attacchi con grave svantaggio ottengono vantaggio a colpire e rendono più gravi i danni inflitti maggiore è il rischio \nVantaggio generale agli affondi ""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:37:38.640027+00,2025-09-10 21:37:38.640027+00
631bc0e5-6ae7-4159-9742-46e695a061a8,Fendente continuato,Attiva,Mischia Offensiva,Spada,Avanzata,Permette di eseguire un affondo in seguito ad una azione difensiva nemica,,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un affondo in seguito ad una parata nemica \n+ danno equipaggiamento""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un affondo in seguito ad una parata nemica con leggero vantaggio\n+ danno equipaggiamento""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un affondo in seguito ad una parata nemica con del discreto vantaggio\n+ danno equipaggiamento""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un affondo in seguito ad una parata o deviazione nemica con del discreto vantaggio\n+ danno equipaggiamento""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un affondo in seguito ad una parata o una deviazione nemica con vantaggio\n+ danno equipaggiamento""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-14 12:55:17.825855+00,2025-09-14 13:02:24.258275+00
6a1346b4-18eb-4a90-8b34-d7d9a07cd21d,Postura esistenzialista,Passiva,Tecnico,Posture,Semplice,"Arma ad altezza media, rivolta verso l'esterno",Postura offensiva volta all'essere ossessivi negli scontri,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Aumenta progressivamente i danni consecutivi e cura progressivamente\nAumenta i danni subiti se la serie viene interrotta venendo. Colpiti.""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 20:33:46.663171+00,2025-09-10 20:33:46.663171+00
79511436-82f4-42ad-8097-8b28fdbd5cc4,Postura della redenzione,Passiva,Tecnico,Posture,Avanzata,"Con spade a una mano precise: braccio non dominante posto sotto la lama, la spada invece tenuta in posizione di affondo poggiata di piatto sul dorso dell'avambraccio","Postura volta a far collaborare magia con attacchi fisici, ha anche varianti comode in base alla struttura d'attacco",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Questa postura ha fendenti di slancio i quali sono perfetti contro una postura non definita o puramente offensiva, tuttavia le deviazioni nemiche hanno un impatto maggiore.\nil braccio va ritratto verso il petto durante i fendenti, ottimo per lanciare mosse offensive\nDurante affondi invece il braccio non dominante deve offrire sostegno all'altro lasciando la mano aperta e rivolta verso l'alto, ottimo per lanciare mosse difensive.\nLa posizione di base offre vantaggio alle magie, tuttavia pecca notevolmente nella difesa fisica salvo mezza spada""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-16 23:43:16.720598+00,2025-09-16 23:43:16.720598+00
7ba87284-18c9-4236-9e6c-8793b0f47d81,Postura scettica,Passiva,Tecnico,Posture,Semplice,"Con spada versatile e fodero solido da impugnare: Nella mano dominante viene tenuta la spada, nella seconda viene invece tenuto il manico in postura riversa o normale.",Postura adeguata ad uno stile di combattimento a doppia arma con una sola spada,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Permette all'utilizzatore di usare un arma da taglio ed una contundente.\nNessun vantaggio o svantaggio particolare""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-18 14:01:11.817106+00,2025-09-18 14:01:11.817106+00
805b5f2f-a11f-4d48-92c5-3fa934e43a49,Postura empirica,Passiva,Tecnico,Posture,Avanzata,"Con spade ad una mano: Arma in postura versatile, gambe divaricate, mano libera posta in direzione inversa dell'arma, la quale invece rivolta verso il nemico a braccio teso per creare spazio.",Postura volta ad aumentare le capacità percettive.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Non gode di vantaggi naturali, ma aumenta le capacità percettive dello scontro, percependo meglio finte, e permettendo risposte con l'ausilio della mano libera.""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 20:58:45.573509+00,2025-09-10 20:58:45.573509+00
832a4f75-09ae-4732-8f9d-e7ffd8c59ef8,Postura realista,Passiva,Tecnico,Posture,Semplice,"Con spade a due mani o una mano: Arma continuamente tenuta in mezza spada. 
Braccio non dominante inclinato a 90 gradi con presa riversa sulla lama.
Braccio dominante sul manico","Postura difensiva eccellente, per quanto sia prevedibile il danno conta sempre critico.",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Postura difensiva e volta al Contrattacco in manovra a mezza spada e manovre fisiche.\nVantaggio sulle parate, Deviazioni e contrattacchi. \nVantaggio sulla ripresa da fallimenti alle finte.\nPuò solo eseguire attacchi leggeri, affondi e mordhau. \nSvantaggio sulla distanza. \nDifesa prevedibile, svantaggio leggero su schivata\n""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-16 21:51:34.800246+00,2025-09-16 21:51:34.800246+00
882dc83a-a767-4a74-8646-49e2de86d9be,"Postura jungiana dell'anima, animus",Passiva,Tecnico,Posture,Avanzata,"Con doppie spade ad una mano: entrambe le Spade ad altezza petto, quella sopra rivolta in direzione opposta all'avversario e quella sotto rivolta in direzione nemica.
Le armi devono essere perpendicolari e la posizione può essere scambiata.","Postura completa con diverse variabili, ottima per gli attacchi ossessivi",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Durante questa postura I colpi ossessivi sono più veloci,\nLa serie continua di attacchi può continuare Malgrado Deviazioni e parate, basta non essere stati completamente fermati. \nOttiene anche un Contrattacco doppio da affondo. \nOttiene svantaggio se la serie viene interrotta, svantaggio anche se la serie di colpi effettuati risultano scomodi""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-16 23:56:42.727229+00,2025-09-16 23:56:42.727229+00
8853f06f-3336-4a66-b7a8-2cf7d60b26fe,Postura freudiana,Passiva,Tecnico,Posture,Semplice,Con spade a due mani: mani poste sull'impugnatura in modo classico ad altezza inguinale rivolta in direzione obliqua verso il nemico,Postura offensiva semplice ottima per gli scontri a breve durata,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Postura offensiva provocatoria, ottima nel Contrattacco o negli affondi.\nPecca nella schivata e nell'utilizzo a lungo termine.""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-16 23:50:42.512927+00,2025-09-16 23:50:42.512927+00
94300d2d-fd80-40d4-b4c8-f3dacd13e6f6,Postura assurdista,Passiva,Tecnico,Posture,Avanzata,"Con tutte le spade: Arma tenuta sopra la testa, con impugnatura a sinistra perpendicolare alla testa",Postura volta alla difesa.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Vantaggio su schivate, Deviazioni leggere e leggero vantaggio contrattacchi \nSvantaggio su ogni azione di combattimento puro""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:32:08.569319+00,2025-09-10 21:32:08.569319+00
96c3da06-58ba-4b52-898c-96d8f3a1fa99,Postura anarchica,Passiva,Tecnico,Posture,Avanzata,Con tutte le armi: Arma rivolta dietro la nuca passante sopra la spalla.,Postura semi-offensiva e contro-difensiva.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Postura che offre vantaggio ed aumento dei danni agli attacchi che prevedono fendenti.\nSfavorisce Azioni di difesa eccetto assassini ed attacchi fisici da dietro.""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:11:57.525984+00,2025-09-10 21:11:57.525984+00
97fa9c41-c696-4897-bd8f-77fc6e1e4e97,Postura platonica,Passiva,Tecnico,Posture,Avanzata,Solo spade ad una mano: Postura ad arma alta e rivolta verso il basso e mano libera dietro la schiena,Postura versatile volta ad applicare pressione ed agli affondi.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""La postura permette vantaggio netto contro attacchi bassi, è l'unica postura che permette di terminare un attacco a finta o di farlo volgere verso una qualsiasi manovra o azione di difesa\nFornisce svantaggio netto alle azioni di attacco basse o attacchi pesanti""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:20:40.945268+00,2025-09-10 21:20:40.945268+00
98f1f2bb-7d56-4501-bd2c-190bb6b6ca14,Cornuto e mazziato.,Attiva,Mischia Offensiva,Spada,Avanzata,Esegue un secondo colpo dopo aver eseguito un fendente.,Necessita conoscenza del combattimento tecnico,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un secondo colpo che infligge il 25% del danno del primo colpo.\nDanno assicurato.\n+ danno arma""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un secondo colpo che infligge il 50% del danno del primo colpo.\nDanno assicurato.\n+ danno arma""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Esegue un secondo colpo che infligge ilo stesso danno del primo colpo.\nDanno assicurato.\n+ danno arma""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-15 12:32:27.739327+00,2025-09-15 12:32:27.739327+00
9d7d1bb3-892a-4152-a1c2-ecdf0242eb7c,Postura dualista,Passiva,Tecnico,Posture,Avanzata,Solo con due armi: Entrambe la armi rivolte verso il basso con inclinazione speculare massima di 30 gradi.,Postura versatile con la possibilità di diversi cambi.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""/ var. Un Arma sulla spalla ed una inclinata di 30 gradi massimo. \n\nPostura provocatoria, offre vantaggio leggero alle azioni di attacco fisico e difesa fisica.\nSvantaggio alle altre azioni. \n\n/var.\n\nOffre vantaggio agli attacchi fisici magici e difesa magica\n""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:28:53.215408+00,2025-09-10 21:28:53.215408+00
